Johtajat
Johtajat, ylimmat virkamiehet ja jarjestojen johtajat  
8211;Konepaja- ja metallituotteiden kokoonpanijat   
8212;Sahko- ja elektroniikkalaitteiden kokoonpanijat   
8219;Muut teollisuustuotteiden kokoonpanijat    
Kuljetustyontekijat
831;Raideliikenteen kuljettajat ja tyontekijat   
8311;Veturinkuljettajat      
8312;Jarru-, turvalaite- ja vaihdetyontekijat   
832;Henkilo- ja pakettiauton- seka moottoripyorankuljettajat  
8321;Moottoripyoralahetit yms.     
8322;Henkilo-, taksi- ja pakettiautonkuljettajat   
833;Raskaiden moottoriajoneuvojen kuljettajat    
8331;Linja-auton- ja raitiovaununkuljettajat    
8332;Kuorma-auton ja erikoisajoneuvojen kuljettajat   
834;Tyokoneiden kuljettajat     
8341;Maa- ja metsataloustyokoneiden kuljettajat   
8342;Maansiirtokoneiden ym. kuljettajat    
8343;Nosturinkuljettajat      
8344;Ahtaajat ja trukinkuljettajat ym.   
83441;Ahtaajat      
83442;Trukinkuljettajat ym.     
835;Kansimiehisto ym. vesiliikenteen tyontekijat   
Muut tyontekijat
Siivoojat, kotiapulaiset ja muut puhdistustyontekijat      
911;Koti-, hotelli- ja toimistosiivoojat ym.  
9111;Kotiapulaiset ja -siivoojat     
9112;Toimisto- ja laitossiivoojat ym.   
91121;Toimistosiivoojat ym.     
91122;Hotellisiivoojat      
91123;Sairaala- ja laitosapulaiset    
91124;Paivakotiapulaiset      
91129;Muut muualla luokittelemattomat siivoojat   
912;Ajoneuvojen puhdistajat, ikkunanpesijat ym.   
9121;Puhdistajat ja prassaajat    
9122;Ajoneuvojen pesijat     
9123;Ikkunanpesijat      
9129;Muut puhdistustyontekijat     
Maa-, metsa- ja kalatalouden avustavat tyontekijat    
921;Maa-, metsa- ja kalatalouden avustavat tyontekijat 
9211;Maanviljelyn avustavat tyontekijat    
9212;Karjankasvatuksen avustavat tyontekijat    
9213;Yhdistetyn maanviljelyn ja karjankasvatuksen avustavat tyontekijat 
9214;Avustavat puutarhatyontekijat     
9215;Metsatalouden avustavat tyontekijat    
9216;Kalatalouden ja vesiviljelyn avustavat tyontekijat  
Teollisuuden ja rakentamisen avustavat tyontekijat      
931;Avustavat kaivos- ja rakennustyontekijat   
9311;Kaivosten avustavat tyontekijat    
9312;Maa- ja vesirakentamisen avustavat tyontekijat  
9313;Rakennusalan avustavat tyontekijat    
932;Valmistusalan avustavat tyontekijat    
9321;Kasinpakkaajat      
9329;Muut valmistusalan avustavat tyontekijat   
933;Rahdinkasittelijat ja varastotyontekijat ym.   
9331;Kasivetoisten- ja poljinkulkuneuvojen kuljettajat   
9332;Elainvetoisten kulkuneuvojen kuljettajat    
9333;Rahdinkasittelijat, varastotyontekijat ym.    
9334;Hyllyjen tayttajat     
Avustavat keittio- ja ruokatyontekijat   
941;Avustavat keittio- ja ruokatyontekijat   
9411;Pikaruokatyontekijat      
9412;Avustavat keittiotyontekijat     
Katumyyjat, kengankiillottajat ym.      
951;Mainosten jakajat, kengankiillottajat ym.   
952;Katumyyjat (pl. elintarvikkeet)    
Katujen puhtaanapidon ja jatehuollon tyontekijat ym.     
961;Jatehuoltotyontekijat      
9611;Jatteiden keraajat     
9612;Jatteiden lajittelijat     
9613;Kadunlakaisijat ym.     
962;Sanomalehtien jakajat, lahetit ym.   
9621;Sanomalehtien jakajat, lahetit ja kantajat  
9622;Satunnaistoiden tekijat     
9623;Mittareiden lukijat ym.    
9624;Vedenhakijat ja polttopuun keraajat   
9629;Muut muualla luokittelemattomat tyontekijat   
Sotilaat
11;Upseerit      
21;Aliupseerit      
31;Sotilasammattihenkilosto      
Muut ryhmat 
Elakkeella    
x11;Elakkeella olevat yrittajat    
x12;Elakkeella olevat ylemmat toimihenkilot   
x13;Elakkeella olevat alemmat toimihenkilot   
x14;Elakkeella olevat tyontekijat    
x15;Muut elakelaiset     
Opiskelijat 
x21;Opiskelijat ja koululaiset
Yrittajat 
x31;Maataloustyonantajat
x32;Maatalouden yksinaisyrittajat
x33;Pientyonantajat
x34;Muut tyonantajat
x35;Yksinaisyrittajat
x35;Vapaiden ammattien harjoittajat
x36;Yrittajat, erittelematon
Muut ryhmat 
x41;Tyottomat
x42;Muualla mainitsemattomista syista tyon ulkopuolella olevat 
